-1.25451 10.36685
-1.17964 10.36621
-1.12056 10.36481
-1.06257 10.36271
-1.00533 10.35997
-0.94858 10.35665
-0.89205 10.35281
-0.83561 10.34850
-0.77917 10.34380
-0.72272 10.33880
-0.66633 10.33358
-0.60992 10.32825
-0.55352 10.32290
-0.49747 10.31767
-0.44169 10.31266
-0.38682 10.30800
-0.33402 10.30388
-0.28313 10.30031
-0.22560 10.29684
-0.13525 10.29280
-0.10000 10.29174
0.00000 10.29044
0.10000 10.29175
0.18114 10.29471
0.24449 10.29811
0.34379 10.30512
0.43029 10.31253
0.49874 10.31897
0.56221 10.32520
0.62320 10.33125
0.68138 10.33692
0.73700 10.34216
0.79028 10.34690
0.84149 10.35114
0.93860 10.35813
1.02980 10.36322
1.11498 10.36658
1.19044 10.36838
1.27969 10.36912
