  -1.0000000e+00  -1.0000000e+00   1.2602023e+00
  -7.5000000e-01  -1.0000000e+00   1.1554742e+00
  -5.0000000e-01  -1.0000000e+00   1.0527900e+00
  -2.5000000e-01  -1.0000000e+00   9.5514456e-01
   0.0000000e+00  -1.0000000e+00   8.6623956e-01
   2.5000000e-01  -1.0000000e+00   7.8917006e-01
   5.0000000e-01  -1.0000000e+00   7.2499613e-01
   7.5000000e-01  -1.0000000e+00   6.7266524e-01
   1.0000000e+00  -1.0000000e+00   6.3010115e-01
  -1.0000000e+00  -7.5000000e-01   1.1554742e+00
  -7.5000000e-01  -7.5000000e-01   1.0403008e+00
  -5.0000000e-01  -7.5000000e-01   9.2531905e-01
  -2.5000000e-01  -7.5000000e-01   8.1472136e-01
   0.0000000e+00  -7.5000000e-01   7.1511809e-01
   2.5000000e-01  -7.5000000e-01   6.3266849e-01
   5.0000000e-01  -7.5000000e-01   5.6872280e-01
   7.5000000e-01  -7.5000000e-01   5.2015038e-01
   1.0000000e+00  -7.5000000e-01   4.8280899e-01
  -1.0000000e+00  -5.0000000e-01   1.0527900e+00
  -7.5000000e-01  -5.0000000e-01   9.2531905e-01
  -5.0000000e-01  -5.0000000e-01   7.9397024e-01
  -2.5000000e-01  -5.0000000e-01   6.6333042e-01
   0.0000000e+00  -5.0000000e-01   5.4581548e-01
   2.5000000e-01  -5.0000000e-01   4.5681145e-01
   5.0000000e-01  -5.0000000e-01   3.9698512e-01
   7.5000000e-01  -5.0000000e-01   3.5659624e-01
   1.0000000e+00  -5.0000000e-01   3.2779383e-01
  -1.0000000e+00  -2.5000000e-01   9.5514456e-01
  -7.5000000e-01  -2.5000000e-01   8.1472136e-01
  -5.0000000e-01  -2.5000000e-01   6.6333042e-01
  -2.5000000e-01  -2.5000000e-01   5.0033365e-01
   0.0000000e+00  -2.5000000e-01   3.4402115e-01
   2.5000000e-01  -2.5000000e-01   2.5016682e-01
   5.0000000e-01  -2.5000000e-01   2.0651897e-01
   7.5000000e-01  -2.5000000e-01   1.8205287e-01
   1.0000000e+00  -2.5000000e-01   1.6597450e-01
  -1.0000000e+00   0.0000000e+00   8.6623956e-01
  -7.5000000e-01   0.0000000e+00   7.1511809e-01
  -5.0000000e-01   0.0000000e+00   5.4581548e-01
  -2.5000000e-01   0.0000000e+00   3.4402115e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5000000e-01   0.0000000e+00   0.0000000e+00
   5.0000000e-01   0.0000000e+00   0.0000000e+00
   7.5000000e-01   0.0000000e+00   0.0000000e+00
   1.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.0000000e+00   2.5000000e-01   7.8917006e-01
  -7.5000000e-01   2.5000000e-01   6.3266849e-01
  -5.0000000e-01   2.5000000e-01   4.5681145e-01
  -2.5000000e-01   2.5000000e-01   2.5016682e-01
   0.0000000e+00   2.5000000e-01   0.0000000e+00
  -1.0000000e+00   5.0000000e-01   7.2499613e-01
  -7.5000000e-01   5.0000000e-01   5.6872280e-01
  -5.0000000e-01   5.0000000e-01   3.9698512e-01
  -2.5000000e-01   5.0000000e-01   2.0651897e-01
   0.0000000e+00   5.0000000e-01   0.0000000e+00
  -1.0000000e+00   7.5000000e-01   6.7266524e-01
  -7.5000000e-01   7.5000000e-01   5.2015038e-01
  -5.0000000e-01   7.5000000e-01   3.5659624e-01
  -2.5000000e-01   7.5000000e-01   1.8205287e-01
   0.0000000e+00   7.5000000e-01   0.0000000e+00
  -1.0000000e+00   1.0000000e+00   6.3010115e-01
