   0.0000000e+00   0.0000000e+00
   3.8464497e-04   4.1302249e-03
   7.6928995e-04   1.4973563e-02
   1.1539349e-03   1.7672638e-02
   1.5385799e-03   1.7308837e-02
   1.9232249e-03   1.7046291e-02
   2.3078698e-03   1.1745450e-02
   2.6925148e-03   1.7520611e-02
   3.0771598e-03   1.9106890e-02
   3.4618048e-03   2.4412321e-02
   3.8464497e-03   3.3145319e-02
   4.2310947e-03   3.4191310e-02
   4.6157397e-03   3.4660472e-02
   5.0003846e-03   3.7854034e-02
   5.3850296e-03   4.6084165e-02
   5.7696746e-03   4.6576366e-02
   6.1543196e-03   5.3098790e-02
   6.5389645e-03   5.2526147e-02
   6.9236095e-03   5.8222424e-02
   7.3082545e-03   5.0814744e-02
   7.6928995e-03   5.7613784e-02
   8.0775444e-03   6.3381495e-02
   8.4621894e-03   6.5154217e-02
   8.8468344e-03   7.0245295e-02
   9.2314793e-03   7.4855640e-02
   9.6161243e-03   7.4595429e-02
   1.0000769e-02   7.4296459e-02
   1.0385414e-02   7.7313241e-02
   1.0770059e-02   8.6355311e-02
   1.1154704e-02   9.5504769e-02
   1.1539349e-02   9.6767098e-02
   1.1923994e-02   9.2272847e-02
   1.2308639e-02   9.2631579e-02
   1.2693284e-02   9.4622825e-02
   1.3077929e-02   9.9317429e-02
   1.3462574e-02   1.0916904e-01
   1.3847219e-02   1.0955256e-01
   1.4231864e-02   1.1479791e-01
   1.4616509e-02   1.1067328e-01
   1.5001154e-02   1.1184969e-01
   1.5385799e-02   1.1538357e-01
   1.5770444e-02   1.1658832e-01
   1.6155089e-02   1.1525382e-01
   1.6539734e-02   1.2027449e-01
   1.6924379e-02   1.2446846e-01
   1.7309024e-02   1.1714991e-01
   1.7693669e-02   1.2236253e-01
   1.8078314e-02   1.1794362e-01
   1.8462959e-02   1.1575203e-01
   1.8847604e-02   1.1307514e-01
   1.9232249e-02   1.1571520e-01
   1.9616894e-02   1.2823222e-01
   2.0001539e-02   1.2692625e-01
   2.0386184e-02   1.2467693e-01
   2.0770829e-02   1.2955591e-01
   2.1155473e-02   1.2992685e-01
   2.1540118e-02   1.3054347e-01
   2.1924763e-02   1.3159762e-01
   2.2309408e-02   1.3381161e-01
   2.2694053e-02   1.3274047e-01
   2.3078698e-02   1.3309855e-01
   2.3463343e-02   1.3147837e-01
   2.3847988e-02   1.3057880e-01
   2.4232633e-02   1.3907113e-01
   2.4617278e-02   1.4004576e-01
   2.5001923e-02   1.3538492e-01
   2.5386568e-02   1.4004369e-01
   2.5771213e-02   1.4793747e-01
   2.6155858e-02   1.5559410e-01
   2.6540503e-02   1.4875176e-01
   2.6925148e-02   1.4504589e-01
   2.7309793e-02   1.5117587e-01
   2.7694438e-02   1.5636363e-01
   2.8079083e-02   1.5290703e-01
   2.8463728e-02   1.4546828e-01
   2.8848373e-02   1.4023434e-01
   2.9233018e-02   1.4265271e-01
   2.9617663e-02   1.4400082e-01
   3.0002308e-02   1.4542957e-01
   3.0386953e-02   1.4840894e-01
   3.0771598e-02   1.4794871e-01
   3.1156243e-02   1.4242754e-01
   3.1540888e-02   1.4019834e-01
   3.1925533e-02   1.3364342e-01
   3.2310178e-02   1.1759100e-01
   3.2694823e-02   1.2361643e-01
   3.3079468e-02   1.1511047e-01
   3.3464113e-02   1.1347587e-01
   3.3848758e-02   1.1502755e-01
   3.4233403e-02   1.1561691e-01
   3.4618048e-02   1.2349253e-01
   3.5002693e-02   1.1092210e-01
   3.5387337e-02   1.1650267e-01
   3.5771982e-02   1.2166840e-01
   3.6156627e-02   1.1245686e-01
   3.6541272e-02   1.0431071e-01
   3.6925917e-02   1.0031731e-01
   3.7310562e-02   1.0584602e-01
   3.7695207e-02   1.0810713e-01
   3.8079852e-02   1.1670811e-01
   3.8464497e-02   1.2546108e-01
   3.8849142e-02   1.1745766e-01
   3.9233787e-02   1.2068965e-01
   3.9618432e-02   1.1610624e-01
   4.0003077e-02   1.1951508e-01
   4.0387722e-02   1.1749831e-01
   4.0772367e-02   1.1759155e-01
   4.1157012e-02   1.2096984e-01
   4.1541657e-02   1.2289463e-01
   4.1926302e-02   1.2820546e-01
   4.2310947e-02   1.3363901e-01
   4.2695592e-02   1.3254715e-01
   4.3080237e-02   1.3741985e-01
   4.3464882e-02   1.3968635e-01
   4.3849527e-02   1.3986584e-01
   4.4234172e-02   1.3888049e-01
   4.4618817e-02   1.4185582e-01
   4.5003462e-02   1.3541613e-01
   4.5388107e-02   1.3527933e-01
   4.5772752e-02   1.3905872e-01
   4.6157397e-02   1.3464824e-01
   4.6542042e-02   1.3657783e-01
   4.6926687e-02   1.3328724e-01
   4.7311332e-02   1.3269804e-01
   4.7695977e-02   1.3457911e-01
   4.8080622e-02   1.3905207e-01
   4.8465267e-02   1.3308009e-01
   4.8849912e-02   1.3519455e-01
   4.9234557e-02   1.3584989e-01
   4.9619201e-02   1.3802437e-01
   5.0003846e-02   1.3415969e-01
   5.0388491e-02   1.2972455e-01
   5.0773136e-02   1.3915547e-01
   5.1157781e-02   1.5588324e-01
   5.1542426e-02   1.6290922e-01
   5.1927071e-02   1.7683411e-01
   5.2311716e-02   1.8810221e-01
