x_0	f(x)
$flags auto[subscript]:8	auto[subscript]:8
7.17759407e-01	5.76198251e-01
7.18735907e-01	5.79090386e-01
7.19712407e-01	5.81987373e-01
7.20688908e-01	5.84889253e-01
7.21665408e-01	5.87796066e-01
7.22641908e-01	5.90707854e-01
7.23618409e-01	5.93624660e-01
7.24594909e-01	5.96546525e-01
7.25571409e-01	5.99473491e-01
7.26547910e-01	6.02405602e-01
7.27524410e-01	6.05342902e-01
7.28500910e-01	6.08285433e-01
7.29477411e-01	6.11233241e-01
7.30453911e-01	6.14186370e-01
7.31430411e-01	6.17144865e-01
7.32406912e-01	6.20108771e-01
7.33383412e-01	6.23078135e-01
7.34359912e-01	6.26053003e-01
7.35336412e-01	6.29033422e-01
7.36312913e-01	6.32019439e-01
7.37289413e-01	6.35011102e-01
7.38265913e-01	6.38008459e-01
7.39242414e-01	6.41011559e-01
7.40218914e-01	6.44020451e-01
7.41195414e-01	6.47035185e-01
7.42171915e-01	6.50055812e-01
7.43148415e-01	6.53082381e-01
7.44124915e-01	6.56114944e-01
7.45101416e-01	6.59153554e-01
7.46077916e-01	6.62198261e-01
7.47054416e-01	6.65249120e-01
7.48030917e-01	6.68306184e-01
7.49007417e-01	6.71369505e-01
7.49983917e-01	6.74439141e-01
7.50960418e-01	6.77515144e-01
7.51936918e-01	6.80597571e-01
7.52913418e-01	6.83686478e-01
7.53889919e-01	6.86781923e-01
7.54866419e-01	6.89883962e-01
7.55842919e-01	6.92992654e-01
7.56819420e-01	6.96108057e-01
7.57795920e-01	6.99230232e-01
7.58772420e-01	7.02359237e-01
7.59748921e-01	7.05495134e-01
7.60725421e-01	7.08637985e-01
7.61701921e-01	7.11787850e-01
7.62678422e-01	7.14944794e-01
7.63654922e-01	7.18108879e-01
7.64631422e-01	7.21280169e-01
7.65607922e-01	7.24458731e-01
7.66584423e-01	7.27644628e-01
7.67560923e-01	7.30837929e-01
7.68537423e-01	7.34038699e-01
7.69513924e-01	7.37247007e-01
7.70490424e-01	7.40462922e-01
7.71466924e-01	7.43686513e-01
7.72443425e-01	7.46917851e-01
7.73419925e-01	7.50157006e-01
7.74396425e-01	7.53404052e-01
7.75372926e-01	7.56659060e-01
7.76349426e-01	7.59922106e-01
7.77325926e-01	7.63193262e-01
7.78302427e-01	7.66472606e-01
7.79278927e-01	7.69760213e-01
7.80255427e-01	7.73056161e-01
7.81231928e-01	7.76360528e-01
7.82208428e-01	7.79673394e-01
7.83184928e-01	7.82994839e-01
7.84161429e-01	7.86324945e-01
7.85137929e-01	7.89663794e-01
7.86114429e-01	7.93011469e-01
7.87090930e-01	7.96368055e-01
7.88067430e-01	7.99733638e-01
7.89043930e-01	8.03108304e-01
7.90020431e-01	8.06492140e-01
7.90996931e-01	8.09885237e-01
7.91973431e-01	8.13287684e-01
7.92949932e-01	8.16699572e-01
7.93926432e-01	8.20120994e-01
7.94902932e-01	8.23552043e-01
7.95879433e-01	8.26992815e-01
7.96855933e-01	8.30443405e-01
7.97832433e-01	8.33903911e-01
7.98808933e-01	8.37374433e-01
7.99785434e-01	8.40855070e-01
8.00761934e-01	8.44345923e-01
8.01738434e-01	8.47847097e-01
8.02714935e-01	8.51358694e-01
8.03691435e-01	8.54880821e-01
8.04667935e-01	8.58413585e-01
8.05644436e-01	8.61957096e-01
8.06620936e-01	8.65511462e-01
8.07597436e-01	8.69076797e-01
8.08573937e-01	8.72653214e-01
8.09550437e-01	8.76240828e-01
8.10526937e-01	8.79839755e-01
8.11503438e-01	8.83450114e-01
8.12479938e-01	8.87072026e-01
8.13456438e-01	8.90705612e-01
8.14432939e-01	8.94350997e-01
8.15409439e-01	8.98008305e-01
8.16385939e-01	9.01677664e-01
8.17362440e-01	9.05359204e-01
8.18338940e-01	9.09053057e-01
8.19315440e-01	9.12759354e-01
8.20291941e-01	9.16478233e-01
8.21268441e-01	9.20209830e-01
8.22244941e-01	9.23954285e-01
8.23221442e-01	9.27711740e-01
8.24197942e-01	9.31482338e-01
8.25174442e-01	9.35266226e-01
8.26150943e-01	9.39063553e-01
8.27127443e-01	9.42874470e-01
8.28103943e-01	9.46699129e-01
8.29080443e-01	9.50537688e-01
8.30056944e-01	9.54390303e-01
8.31033444e-01	9.58257136e-01
8.32009944e-01	9.62138351e-01
8.32986445e-01	9.66034114e-01
8.33962945e-01	9.69944593e-01
8.34939445e-01	9.73869962e-01
8.35915946e-01	9.77810394e-01
8.36892446e-01	9.81766067e-01
8.37868946e-01	9.85737163e-01
8.38845447e-01	9.89723864e-01
8.39821947e-01	9.93726358e-01
8.40798447e-01	9.97744835e-01
8.41774948e-01	1.00177949e+00
8.42751448e-01	1.00583052e+00
8.43727948e-01	1.00989812e+00
8.44704449e-01	1.01398250e+00
8.45680949e-01	1.01808386e+00
8.46657449e-01	1.02220243e+00
8.47633950e-01	1.02633840e+00
8.48610450e-01	1.03049201e+00
8.49586950e-01	1.03466347e+00
8.50563451e-01	1.03885302e+00
8.51539951e-01	1.04306088e+00
8.52516451e-01	1.04728729e+00
8.53492952e-01	1.05153249e+00
8.54469452e-01	1.05579672e+00
8.55445952e-01	1.06008024e+00
8.56422453e-01	1.06438330e+00
8.57398953e-01	1.06870616e+00
8.58375453e-01	1.07304908e+00
8.59351953e-01	1.07741234e+00
8.60328454e-01	1.08179621e+00
8.61304954e-01	1.08620096e+00
8.62281454e-01	1.09062689e+00
8.63257955e-01	1.09507429e+00
8.64234455e-01	1.09954346e+00
8.65210955e-01	1.10403469e+00
8.66187456e-01	1.10854831e+00
8.67163956e-01	1.11308462e+00
8.68140456e-01	1.11764396e+00
8.69116957e-01	1.12222665e+00
8.70093457e-01	1.12683302e+00
8.71069957e-01	1.13146344e+00
8.72046458e-01	1.13611824e+00
8.73022958e-01	1.14079778e+00
8.73999458e-01	1.14550245e+00
8.74975959e-01	1.15023260e+00
8.75952459e-01	1.15498863e+00
8.76928959e-01	1.15977094e+00
8.77905460e-01	1.16457991e+00
8.78881960e-01	1.16941597e+00
8.79858460e-01	1.17427953e+00
8.80834961e-01	1.17917103e+00
8.81811461e-01	1.18409091e+00
8.82787961e-01	1.18903962e+00
8.83764462e-01	1.19401762e+00
8.84740962e-01	1.19902538e+00
8.85717462e-01	1.20406340e+00
8.86693963e-01	1.20913216e+00
8.87670463e-01	1.21423218e+00
8.88646963e-01	1.21936398e+00
8.89623464e-01	1.22452810e+00
8.90599964e-01	1.22972508e+00
8.91576464e-01	1.23495549e+00
8.92552964e-01	1.24021990e+00
8.93529465e-01	1.24551891e+00
8.94505965e-01	1.25085312e+00
8.95482465e-01	1.25622317e+00
8.96458966e-01	1.26162969e+00
8.97435466e-01	1.26707334e+00
8.98411966e-01	1.27255480e+00
8.99388467e-01	1.27807476e+00
9.00364967e-01	1.28363395e+00
9.01341467e-01	1.28923309e+00
9.02317968e-01	1.29487294e+00
9.03294468e-01	1.30055428e+00
9.04270968e-01	1.30627792e+00
9.05247469e-01	1.31204467e+00
9.06223969e-01	1.31785539e+00
9.07200469e-01	1.32371095e+00
9.08176970e-01	1.32961225e+00
9.09153470e-01	1.33556022e+00
9.10129970e-01	1.34155582e+00
9.11106471e-01	1.34760004e+00
9.12082971e-01	1.35369389e+00
9.13059471e-01	1.35983843e+00
9.14035972e-01	1.36603475e+00
9.15012472e-01	1.37228397e+00
9.15988972e-01	1.37858723e+00
9.16965473e-01	1.38494576e+00
9.17941973e-01	1.39136077e+00
9.18918473e-01	1.39783356e+00
9.19894974e-01	1.40436545e+00
9.20871474e-01	1.41095782e+00
9.21847974e-01	1.41761208e+00
9.22824474e-01	1.42432971e+00
9.23800975e-01	1.43111224e+00
9.24777475e-01	1.43796125e+00
9.25753975e-01	1.44487838e+00
9.26730476e-01	1.45186535e+00
9.27706976e-01	1.45892392e+00
9.28683476e-01	1.46605594e+00
9.29659977e-01	1.47326332e+00
9.30636477e-01	1.48054806e+00
9.31612977e-01	1.48791222e+00
9.32589478e-01	1.49535797e+00
9.33565978e-01	1.50288755e+00
9.34542478e-01	1.51050332e+00
9.35518979e-01	1.51820772e+00
9.36495479e-01	1.52600330e+00
9.37471979e-01	1.53389274e+00
9.38448480e-01	1.54187883e+00
9.39424980e-01	1.54996449e+00
9.40401480e-01	1.55815276e+00
9.41377981e-01	1.56644686e+00
9.42354481e-01	1.57485015e+00
9.43330981e-01	1.58336613e+00
9.44307482e-01	1.59199852e+00
9.45283982e-01	1.60075120e+00
9.46260482e-01	1.60962826e+00
9.47236983e-01	1.61863400e+00
9.48213483e-01	1.62777297e+00
9.49189983e-01	1.63704995e+00
9.50166484e-01	1.64646999e+00
9.51142984e-01	1.65603845e+00
9.52119484e-01	1.66576098e+00
9.53095984e-01	1.67564356e+00
9.54072485e-01	1.68569256e+00
9.55048985e-01	1.69591473e+00
9.56025485e-01	1.70631724e+00
9.57001986e-01	1.71690775e+00
9.57978486e-01	1.72769440e+00
9.58954986e-01	1.73868590e+00
9.59931487e-01	1.74989156e+00
9.60907987e-01	1.76132137e+00
9.61884487e-01	1.77298601e+00
9.62860988e-01	1.78489701e+00
9.63837488e-01	1.79706675e+00
9.64813988e-01	1.80950861e+00
9.65790489e-01	1.82223707e+00
9.66766989e-01	1.83526778e+00
9.67743489e-01	1.84861780e+00
9.68719990e-01	1.86230564e+00
9.69696490e-01	1.87635157e+00
9.70672990e-01	1.89077774e+00
9.71649491e-01	1.90560850e+00
9.72625991e-01	1.92087064e+00
9.73602491e-01	1.93659379e+00
9.74578992e-01	1.95281081e+00
9.75555492e-01	1.96955829e+00
9.76531992e-01	1.98687712e+00
9.77508493e-01	2.00481326e+00
9.78484993e-01	2.02341854e+00
9.79461493e-01	2.04275181e+00
9.80437994e-01	2.06288019e+00
9.81414494e-01	2.08388079e+00
9.82390994e-01	2.10584278e+00
9.83367495e-01	2.12887008e+00
9.84343995e-01	2.15308485e+00
9.85320495e-01	2.17863210e+00
9.86296995e-01	2.20568577e+00
9.87273496e-01	2.23445716e+00
9.88249996e-01	2.26520654e+00
9.89226496e-01	2.29825980e+00
9.90202997e-01	2.33403276e+00
9.91179497e-01	2.37306821e+00
9.92155997e-01	2.41609413e+00
9.93132498e-01	2.46412019e+00
9.94108998e-01	2.51860712e+00
9.95085498e-01	2.58178769e+00
9.96061999e-01	2.65733975e+00
9.97038499e-01	2.75201383e+00
9.98014999e-01	2.88053559e+00
9.98991500e-01	3.08771757e+00
9.99968000e-01	3.99755546e+00
