# ordering=colwise,  basis=BASIS_HAT_HIER, number points=1657, (max)level(s): (7,8), domain=[0,1] x [0,6.2831853]
# x_i : coordinates; (l_i,i_i): multiindex coords; scalaridx_i: linearized multiindex coords
x_0	x_1	f(x)	l_0	i_0	scalaridx_0	l_1	i_1	scalaridx_1	
0.0625	5.7923115	0.00055900876	4	1	9	6	59	62	
0.0625	5.8904862	0.0084629255	4	1	9	4	15	16	
0.0625	5.988661	0.00063073795	4	1	9	6	61	63	
0.0625	6.0868358	0.0025851809	4	1	9	5	31	32	
0.0625	6.1850105	0.00087717764	4	1	9	6	63	64	
0.0625	6.2831853	-0.00012207031	4	1	9	0	1	1	

0.0703125	0	0	7	9	69	0	0	0	
0.0703125	1.5707963	-0.0005745116	7	9	69	2	1	3	
0.0703125	3.1415927	-1.6263033e-19	7	9	69	1	1	2	
0.0703125	4.712389	-0.0005745116	7	9	69	2	3	4	
0.0703125	6.2831853	3.2526065e-19	7	9	69	0	1	1	

0.078125	0	-7.6293945e-06	6	5	35	0	0	0	
0.078125	0.39269908	0.00015468752	6	5	35	4	1	9	
0.078125	0.78539816	0.00021198504	6	5	35	3	1	5	
0.078125	1.5707963	-0.0039891912	6	5	35	2	1	3	
0.078125	2.3561945	0.00021198504	6	5	35	3	3	6	
0.078125	2.7488936	0.00015468752	6	5	35	4	7	12	
0.078125	3.1415927	1.6263033e-19	6	5	35	1	1	2	
0.078125	3.5342917	0.00015468752	6	5	35	4	9	13	
0.078125	3.9269908	0.00021198504	6	5	35	3	5	7	
0.078125	4.712389	-0.0039891912	6	5	35	2	3	4	
0.078125	5.4977871	0.00021198504	6	5	35	3	7	8	
0.078125	5.8904862	0.00015468752	6	5	35	4	15	16	
0.078125	6.2831853	-7.6293945e-06	6	5	35	0	1	1	

0.0859375	0	0	7	11	70	0	0	0	
0.0859375	1.5707963	-0.00040863594	7	11	70	2	1	3	
0.0859375	3.1415927	0	7	11	70	1	1	2	
0.0859375	4.712389	-0.00040863594	7	11	70	2	3	4	
0.0859375	6.2831853	0	7	11	70	0	1	1	
