# ordering=colwise,  basis=BASIS_NODAL, number points=1089, (max)level(s): (5,5), domain=[0,1] x [0,6.2831853]
# x_i : coordinates; (l_i,i_i): multiindex coords; scalaridx_i: linearized multiindex coords
x_0	x_1	f(x)	l_0	i_0	scalaridx_0	l_1	i_1	scalaridx_1	
0.40625	3.9269908	0.047154347	5	13	23	3	5	7	
0.40625	4.1233404	0.054820035	5	13	23	5	21	27	
0.40625	4.3196899	0.061051054	5	13	23	4	11	14	
0.40625	4.5160394	0.065283952	5	13	23	5	23	28	
0.40625	4.712389	0.066415046	5	13	23	2	3	4	
0.40625	4.9087385	0.065283952	5	13	23	5	25	29	
0.40625	5.1050881	0.061051054	5	13	23	4	13	15	
0.40625	5.3014376	0.054820035	5	13	23	5	27	30	
0.40625	5.4977871	0.047154347	5	13	23	3	7	8	
0.40625	5.6941367	0.039688126	5	13	23	5	29	31	
0.40625	5.8904862	0.033386521	5	13	23	4	15	16	
0.40625	6.0868358	0.029058742	5	13	23	5	31	32	
0.40625	6.2831853	0.027435303	5	13	23	0	1	1	

0.4375	0	0.036743164	4	7	12	0	0	0	
0.4375	0.19634954	0.037943522	4	7	12	5	1	17	
0.4375	0.39269908	0.041364132	4	7	12	4	1	9	
0.4375	0.58904862	0.046189124	4	7	12	5	3	18	
0.4375	0.78539816	0.0519037	4	7	12	3	1	5	
0.4375	0.9817477	0.057970385	4	7	12	5	5	19	
0.4375	1.1780972	0.062766006	4	7	12	4	3	10	
0.4375	1.3744468	0.066246585	4	7	12	5	7	20	
0.4375	1.5707963	0.067181082	4	7	12	2	1	3	
0.4375	1.7671459	0.066246585	4	7	12	5	9	21	
0.4375	1.9634954	0.062766006	4	7	12	4	5	11	
0.4375	2.1598449	0.057970385	4	7	12	5	11	22	
0.4375	2.3561945	0.0519037	4	7	12	3	3	6	
0.4375	2.552544	0.046189124	4	7	12	5	13	23	
0.4375	2.7488936	0.041364132	4	7	12	4	7	12	
0.4375	2.9452431	0.037943522	4	7	12	5	15	24	
0.4375	3.1415927	0.036743164	4	7	12	1	1	2	
0.4375	3.3379422	0.037943522	4	7	12	5	17	25	
0.4375	3.5342917	0.041364132	4	7	12	4	9	13	
0.4375	3.7306413	0.046189124	4	7	12	5	19	26	
0.4375	3.9269908	0.0519037	4	7	12	3	5	7	
0.4375	4.1233404	0.057970385	4	7	12	5	21	27	
0.4375	4.3196899	0.062766006	4	7	12	4	11	14	
0.4375	4.5160394	0.066246585	4	7	12	5	23	28	
0.4375	4.712389	0.067181082	4	7	12	2	3	4	
0.4375	4.9087385	0.066246585	4	7	12	5	25	29	
0.4375	5.1050881	0.062766006	4	7	12	4	13	15	
0.4375	5.3014376	0.057970385	4	7	12	5	27	30	
0.4375	5.4977871	0.0519037	4	7	12	3	7	8	
0.4375	5.6941367	0.046189124	4	7	12	5	29	31	
0.4375	5.8904862	0.041364132	4	7	12	4	15	16	
0.4375	6.0868358	0.037943522	4	7	12	5	31	32	
0.4375	6.2831853	0.036743164	4	7	12	0	1	1	

0.46875	0	0.048309326	5	15	24	0	0	0	
0.46875	0.19634954	0.049211418	5	15	24	5	1	17	
0.46875	0.39269908	0.051849675	5	15	24	4	1	9	
0.46875	0.58904862	0.055644817	5	15	24	5	3	18	
0.46875	0.78539816	0.060054511	5	15	24	3	1	5	
0.46875	0.9817477	0.064818082	5	15	24	5	5	19	
0.46875	1.1780972	0.06847419	5	15	24	4	3	10	
0.46875	1.3744468	0.071186854	5	15	24	5	7	20	
0.46875	1.5707963	0.071909161	5	15	24	2	1	3	
0.46875	1.7671459	0.071186854	5	15	24	5	9	21	
0.46875	1.9634954	0.06847419	5	15	24	4	5	11	
0.46875	2.1598449	0.064818082	5	15	24	5	11	22	
0.46875	2.3561945	0.060054511	5	15	24	3	3	6	
0.46875	2.552544	0.055644817	5	15	24	5	13	23	
0.46875	2.7488936	0.051849675	5	15	24	4	7	12	
0.46875	2.9452431	0.049211418	5	15	24	5	15	24	
0.46875	3.1415927	0.048309326	5	15	24	1	1	2	
0.46875	3.3379422	0.049211418	5	15	24	5	17	25	
0.46875	3.5342917	0.051849675	5	15	24	4	9	13	
0.46875	3.7306413	0.055644817	5	15	24	5	19	26	
0.46875	3.9269908	0.060054511	5	15	24	3	5	7	
0.46875	4.1233404	0.064818082	5	15	24	5	21	27	
0.46875	4.3196899	0.06847419	5	15	24	4	11	14	
0.46875	4.5160394	0.071186854	5	15	24	5	23	28	
0.46875	4.712389	0.071909161	5	15	24	2	3	4	
0.46875	4.9087385	0.071186854	5	15	24	5	25	29	
0.46875	5.1050881	0.06847419	5	15	24	4	13	15	
0.46875	5.3014376	0.064818082	5	15	24	5	27	30	
0.46875	5.4977871	0.060054511	5	15	24	3	7	8	
0.46875	5.6941367	0.055644817	5	15	24	5	29	31	
0.46875	5.8904862	0.051849675	5	15	24	4	15	16	
0.46875	6.0868358	0.049211418	5	15	24	5	31	32	
0.46875	6.2831853	0.048309326	5	15	24	0	1	1	

0.5	0	0.0625	1	1	2	0	0	0	
0.5	0.19634954	0.063325081	1	1	2	5	1	17	
0.5	0.39269908	0.065402241	1	1	2	4	1	9	
0.5	0.58904862	0.06838879	1	1	2	5	3	18	
0.5	0.78539816	0.071714859	1	1	2	3	1	5	
0.5	0.9817477	0.07539657	1	1	2	5	5	19	
0.5	1.1780972	0.078134421	1	1	2	4	3	10	
0.5	1.3744468	0.080300428	1	1	2	5	7	20	
0.5	1.5707963	0.081031798	1	1	2	2	1	3	
0.5	1.7671459	0.080300428	1	1	2	5	9	21	
0.5	1.9634954	0.078134421	1	1	2	4	5	11	
0.5	2.1598449	0.07539657	1	1	2	5	11	22	
0.5	2.3561945	0.071714859	1	1	2	3	3	6	
0.5	2.552544	0.06838879	1	1	2	5	13	23	
0.5	2.7488936	0.065402241	1	1	2	4	7	12	
0.5	2.9452431	0.063325081	1	1	2	5	15	24	
0.5	3.1415927	0.0625	1	1	2	1	1	2	
0.5	3.3379422	0.063325081	1	1	2	5	17	25	
0.5	3.5342917	0.065402241	1	1	2	4	9	13	
0.5	3.7306413	0.06838879	1	1	2	5	19	26	
0.5	3.9269908	0.071714859	1	1	2	3	5	7	
0.5	4.1233404	0.07539657	1	1	2	5	21	27	
0.5	4.3196899	0.078134421	1	1	2	4	11	14	
0.5	4.5160394	0.080300428	1	1	2	5	23	28	
0.5	4.712389	0.081031798	1	1	2	2	3	4	
0.5	4.9087385	0.080300428	1	1	2	5	25	29	
0.5	5.1050881	0.078134421	1	1	2	4	13	15	
0.5	5.3014376	0.07539657	1	1	2	5	27	30	
0.5	5.4977871	0.071714859	1	1	2	3	7	8	
0.5	5.6941367	0.06838879	1	1	2	5	29	31	
0.5	5.8904862	0.065402241	1	1	2	4	15	16	
0.5	6.0868358	0.063325081	1	1	2	5	31	32	
0.5	6.2831853	0.0625	1	1	2	0	1	1	

0.53125	0	0.08026123	5	17	25	0	0	0	
0.53125	0.19634954	0.080813289	5	17	25	5	1	17	
0.53125	0.39269908	0.082458666	5	17	25	4	1	9	
0.53125	0.58904862	0.084895346	5	17	25	5	3	18	
0.53125	0.78539816	0.087653594	5	17	25	3	1	5	
0.53125	0.9817477	0.090676716	5	17	25	5	5	19	
0.53125	1.1780972	0.092845193	5	17	25	4	3	10	
0.53125	1.3744468	0.094503625	5	17	25	5	7	20	
0.53125	1.5707963	0.094872817	5	17	25	2	1	3	
0.53125	1.7671459	0.094503625	5	17	25	5	9	21	
0.53125	1.9634954	0.092845193	5	17	25	4	5	11	
0.53125	2.1598449	0.090676716	5	17	25	5	11	22	
0.53125	2.3561945	0.087653594	5	17	25	3	3	6	
0.53125	2.552544	0.084895346	5	17	25	5	13	23	
0.53125	2.7488936	0.082458666	5	17	25	4	7	12	
0.53125	2.9452431	0.080813289	5	17	25	5	15	24	
0.53125	3.1415927	0.08026123	5	17	25	1	1	2	
0.53125	3.3379422	0.080813289	5	17	25	5	17	25	
0.53125	3.5342917	0.082458666	5	17	25	4	9	13	
0.53125	3.7306413	0.084895346	5	17	25	5	19	26	
0.53125	3.9269908	0.087653594	5	17	25	3	5	7	
0.53125	4.1233404	0.090676716	5	17	25	5	21	27	
0.53125	4.3196899	0.092845193	5	17	25	4	11	14	
0.53125	4.5160394	0.094503625	5	17	25	5	23	28	
0.53125	4.712389	0.094872817	5	17	25	2	3	4	
0.53125	4.9087385	0.094503625	5	17	25	5	25	29	
0.53125	5.1050881	0.092845193	5	17	25	4	13	15	
0.53125	5.3014376	0.090676716	5	17	25	5	27	30	
0.53125	5.4977871	0.087653594	5	17	25	3	7	8	
0.53125	5.6941367	0.084895346	5	17	25	5	29	31	
0.53125	5.8904862	0.082458666	5	17	25	4	15	16	
0.53125	6.0868358	0.080813289	5	17	25	5	31	32	
0.53125	6.2831853	0.08026123	5	17	25	0	1	1	

0.5625	0	0.10021973	4	9	13	0	0	0	
0.5625	0.19634954	0.10057951	4	9	13	5	1	17	
0.5625	0.39269908	0.10187385	4	9	13	4	1	9	
0.5625	0.58904862	0.1038414	4	9	13	5	3	18	
0.5625	0.78539816	0.10611257	4	9	13	3	1	5	
0.5625	0.9817477	0.10855785	4	9	13	5	5	19	
0.5625	1.1780972	0.1102377	4	9	13	4	3	10	
0.5625	1.3744468	0.1114693	4	9	13	5	7	20	
0.5625	1.5707963	0.11155706	4	9	13	2	1	3	
0.5625	1.7671459	0.1114693	4	9	13	5	9	21	
0.5625	1.9634954	0.1102377	4	9	13	4	5	11	
0.5625	2.1598449	0.10855785	4	9	13	5	11	22	
0.5625	2.3561945	0.10611257	4	9	13	3	3	6	
0.5625	2.552544	0.1038414	4	9	13	5	13	23	
0.5625	2.7488936	0.10187385	4	9	13	4	7	12	
0.5625	2.9452431	0.10057951	4	9	13	5	15	24	
0.5625	3.1415927	0.10021973	4	9	13	1	1	2	
0.5625	3.3379422	0.10057951	4	9	13	5	17	25	
0.5625	3.5342917	0.10187385	4	9	13	4	9	13	
0.5625	3.7306413	0.1038414	4	9	13	5	19	26	
0.5625	3.9269908	0.10611257	4	9	13	3	5	7	
0.5625	4.1233404	0.10855785	4	9	13	5	21	27	
0.5625	4.3196899	0.1102377	4	9	13	4	11	14	
0.5625	4.5160394	0.1114693	4	9	13	5	23	28	
0.5625	4.712389	0.11155706	4	9	13	2	3	4	
0.5625	4.9087385	0.1114693	4	9	13	5	25	29	
0.5625	5.1050881	0.1102377	4	9	13	4	13	15	
0.5625	5.3014376	0.10855785	4	9	13	5	27	30	
0.5625	5.4977871	0.10611257	4	9	13	3	7	8	
0.5625	5.6941367	0.1038414	4	9	13	5	29	31	
0.5625	5.8904862	0.10187385	4	9	13	4	15	16	
0.5625	6.0868358	0.10057951	4	9	13	5	31	32	
0.5625	6.2831853	0.10021973	4	9	13	0	1	1	

0.59375	0	0.12518311	5	19	26	0	0	0	
0.59375	0.19634954	0.12537943	5	19	26	5	1	17	
0.59375	0.39269908	0.12635154	5	19	26	4	1	9	
0.59375	0.58904862	0.12787879	5	19	26	5	3	18	
0.59375	0.78539816	0.12969171	5	19	26	3	1	5	
0.59375	0.9817477	0.13171151	5	19	26	5	5	19	
0.59375	1.1780972	0.1330551	5	19	26	4	3	10	
0.59375	1.3744468	0.13401224	5	19	26	5	7	20	
0.59375	1.5707963	0.13397094	5	19	26	2	1	3	
0.59375	1.7671459	0.13401224	5	19	26	5	9	21	
0.59375	1.9634954	0.1330551	5	19	26	4	5	11	
0.59375	2.1598449	0.13171151	5	19	26	5	11	22	
0.59375	2.3561945	0.12969171	5	19	26	3	3	6	
0.59375	2.552544	0.12787879	5	19	26	5	13	23	
0.59375	2.7488936	0.12635154	5	19	26	4	7	12	
0.59375	2.9452431	0.12537943	5	19	26	5	15	24	
0.59375	3.1415927	0.12518311	5	19	26	1	1	2	
0.59375	3.3379422	0.12537943	5	19	26	5	17	25	
0.59375	3.5342917	0.12635154	5	19	26	4	9	13	
0.59375	3.7306413	0.12787879	5	19	26	5	19	26	
0.59375	3.9269908	0.12969171	5	19	26	3	5	7	
0.59375	4.1233404	0.13171151	5	19	26	5	21	27	
0.59375	4.3196899	0.1330551	5	19	26	4	11	14	
0.59375	4.5160394	0.13401224	5	19	26	5	23	28	
0.59375	4.712389	0.13397094	5	19	26	2	3	4	
0.59375	4.9087385	0.13401224	5	19	26	5	25	29	
0.59375	5.1050881	0.1330551	5	19	26	4	13	15	
0.59375	5.3014376	0.13171151	5	19	26	5	27	30	
0.59375	5.4977871	0.12969171	5	19	26	3	7	8	
0.59375	5.6941367	0.12787879	5	19	26	5	29	31	
0.59375	5.8904862	0.12635154	5	19	26	4	15	16	
0.59375	6.0868358	0.12537943	5	19	26	5	31	32	
0.59375	6.2831853	0.12518311	5	19	26	0	1	1	

0.625	0	0.15283203	3	5	7	0	0	0	
0.625	0.19634954	0.1529559	3	5	7	5	1	17	
0.625	0.39269908	0.15369681	3	5	7	4	1	9	
0.625	0.58904862	0.15487476	3	5	7	5	3	18	
0.625	0.78539816	0.15632042	3	5	7	3	1	5	
0.625	0.9817477	0.15800576	3	5	7	5	5	19	
0.625	1.1780972	0.1591041	3	5	7	4	3	10	
0.625	1.3744468	0.15987779	3	5	7	5	7	20	
0.625	1.5707963	0.15979844	3	5	7	2	1	3	
0.625	1.7671459	0.15987779	3	5	7	5	9	21	
0.625	1.9634954	0.1591041	3	5	7	4	5	11	
0.625	2.1598449	0.15800576	3	5	7	5	11	22	
0.625	2.3561945	0.15632042	3	5	7	3	3	6	
0.625	2.552544	0.15487476	3	5	7	5	13	23	
0.625	2.7488936	0.15369681	3	5	7	4	7	12	
0.625	2.9452431	0.1529559	3	5	7	5	15	24	
0.625	3.1415927	0.15283203	3	5	7	1	1	2	
0.625	3.3379422	0.1529559	3	5	7	5	17	25	
0.625	3.5342917	0.15369681	3	5	7	4	9	13	
0.625	3.7306413	0.15487476	3	5	7	5	19	26	
0.625	3.9269908	0.15632042	3	5	7	3	5	7	
0.625	4.1233404	0.15800576	3	5	7	5	21	27	
0.625	4.3196899	0.1591041	3	5	7	4	11	14	
0.625	4.5160394	0.15987779	3	5	7	5	23	28	
0.625	4.712389	0.15979844	3	5	7	2	3	4	
0.625	4.9087385	0.15987779	3	5	7	5	25	29	
0.625	5.1050881	0.1591041	3	5	7	4	13	15	
0.625	5.3014376	0.15800576	3	5	7	5	27	30	
0.625	5.4977871	0.15632042	3	5	7	3	7	8	
0.625	5.6941367	0.15487476	3	5	7	5	29	31	
0.625	5.8904862	0.15369681	3	5	7	4	15	16	
0.625	6.0868358	0.1529559	3	5	7	5	31	32	
0.625	6.2831853	0.15283203	3	5	7	0	1	1	

0.65625	0	0.1864624	5	21	27	0	0	0	
0.65625	0.19634954	0.18659061	5	21	27	5	1	17	
0.65625	0.39269908	0.18717711	5	21	27	4	1	9	
0.65625	0.58904862	0.18808255	5	21	27	5	3	18	
0.65625	0.78539816	0.18923776	5	21	27	3	1	5	
0.65625	0.9817477	0.19061257	5	21	27	5	5	19	
0.65625	1.1780972	0.19148959	5	21	27	4	3	10	
0.65625	1.3744468	0.19210376	5	21	27	5	7	20	
0.65625	1.5707963	0.19201028	5	21	27	2	1	3	
0.65625	1.7671459	0.19210376	5	21	27	5	9	21	
0.65625	1.9634954	0.19148959	5	21	27	4	5	11	
0.65625	2.1598449	0.19061257	5	21	27	5	11	22	
0.65625	2.3561945	0.18923776	5	21	27	3	3	6	
0.65625	2.552544	0.18808255	5	21	27	5	13	23	
0.65625	2.7488936	0.18717711	5	21	27	4	7	12	
0.65625	2.9452431	0.18659061	5	21	27	5	15	24	
0.65625	3.1415927	0.1864624	5	21	27	1	1	2	
0.65625	3.3379422	0.18659061	5	21	27	5	17	25	
0.65625	3.5342917	0.18717711	5	21	27	4	9	13	
0.65625	3.7306413	0.18808255	5	21	27	5	19	26	
0.65625	3.9269908	0.18923776	5	21	27	3	5	7	
0.65625	4.1233404	0.19061257	5	21	27	5	21	27	
0.65625	4.3196899	0.19148959	5	21	27	4	11	14	
0.65625	4.5160394	0.19210376	5	21	27	5	23	28	
0.65625	4.712389	0.19201028	5	21	27	2	3	4	
0.65625	4.9087385	0.19210376	5	21	27	5	25	29	
0.65625	5.1050881	0.19148959	5	21	27	4	13	15	
0.65625	5.3014376	0.19061257	5	21	27	5	27	30	
0.65625	5.4977871	0.18923776	5	21	27	3	7	8	
0.65625	5.6941367	0.18808255	5	21	27	5	29	31	
0.65625	5.8904862	0.18717711	5	21	27	4	15	16	
0.65625	6.0868358	0.18659061	5	21	27	5	31	32	
0.65625	6.2831853	0.1864624	5	21	27	0	1	1	

0.6875	0	0.22351074	4	11	14	0	0	0	
0.6875	0.19634954	0.2236433	4	11	14	5	1	17	
0.6875	0.39269908	0.22407537	4	11	14	4	1	9	
0.6875	0.58904862	0.22470831	4	11	14	5	3	18	
0.6875	0.78539816	0.22557307	4	11	14	3	1	5	
0.6875	0.9817477	0.22663734	4	11	14	5	5	19	
0.6875	1.1780972	0.22729304	4	11	14	4	3	10	
0.6875	1.3744468	0.2277477	4	11	14	5	7	20	
0.6875	1.5707963	0.2276401	4	11	14	2	1	3	
0.6875	1.7671459	0.2277477	4	11	14	5	9	21	
0.6875	1.9634954	0.22729304	4	11	14	4	5	11	
0.6875	2.1598449	0.22663734	4	11	14	5	11	22	
0.6875	2.3561945	0.22557307	4	11	14	3	3	6	
0.6875	2.552544	0.22470831	4	11	14	5	13	23	
0.6875	2.7488936	0.22407537	4	11	14	4	7	12	
0.6875	2.9452431	0.2236433	4	11	14	5	15	24	
0.6875	3.1415927	0.22351074	4	11	14	1	1	2	
0.6875	3.3379422	0.2236433	4	11	14	5	17	25	
0.6875	3.5342917	0.22407537	4	11	14	4	9	13	
0.6875	3.7306413	0.22470831	4	11	14	5	19	26	
0.6875	3.9269908	0.22557307	4	11	14	3	5	7	
0.6875	4.1233404	0.22663734	4	11	14	5	21	27	
0.6875	4.3196899	0.22729304	4	11	14	4	11	14	
0.6875	4.5160394	0.2277477	4	11	14	5	23	28	
0.6875	4.712389	0.2276401	4	11	14	2	3	4	
0.6875	4.9087385	0.2277477	4	11	14	5	25	29	
0.6875	5.1050881	0.22729304	4	11	14	4	13	15	
0.6875	5.3014376	0.22663734	4	11	14	5	27	30	
0.6875	5.4977871	0.22557307	4	11	14	3	7	8	
0.6875	5.6941367	0.22470831	4	11	14	5	29	31	
0.6875	5.8904862	0.22407537	4	11	14	4	15	16	
0.6875	6.0868358	0.2236433	4	11	14	5	31	32	
0.6875	6.2831853	0.22351074	4	11	14	0	1	1	

0.71875	0	0.26812744	5	23	28	0	0	0	
0.71875	0.19634954	0.26835322	5	23	28	5	1	17	
0.71875	0.39269908	0.26871976	5	23	28	4	1	9	
0.71875	0.58904862	0.26916908	5	23	28	5	3	18	
0.71875	0.78539816	0.26983227	5	23	28	3	1	5	
0.71875	0.9817477	0.27067489	5	23	28	5	5	19	
0.71875	1.1780972	0.27119815	5	23	28	4	3	10	
0.71875	1.3744468	0.27158217	5	23	28	5	7	20	
0.71875	1.5707963	0.27154932	5	23	28	2	1	3	
0.71875	1.7671459	0.27158217	5	23	28	5	9	21	
0.71875	1.9634954	0.27119815	5	23	28	4	5	11	
0.71875	2.1598449	0.27067489	5	23	28	5	11	22	
0.71875	2.3561945	0.26983227	5	23	28	3	3	6	
0.71875	2.552544	0.26916908	5	23	28	5	13	23	
0.71875	2.7488936	0.26871976	5	23	28	4	7	12	
0.71875	2.9452431	0.26835322	5	23	28	5	15	24	
0.71875	3.1415927	0.26812744	5	23	28	1	1	2	
0.71875	3.3379422	0.26835322	5	23	28	5	17	25	
0.71875	3.5342917	0.26871976	5	23	28	4	9	13	
0.71875	3.7306413	0.26916908	5	23	28	5	19	26	
0.71875	3.9269908	0.26983227	5	23	28	3	5	7	
0.71875	4.1233404	0.27067489	5	23	28	5	21	27	
0.71875	4.3196899	0.27119815	5	23	28	4	11	14	
0.71875	4.5160394	0.27158217	5	23	28	5	23	28	
0.71875	4.712389	0.27154932	5	23	28	2	3	4	
0.71875	4.9087385	0.27158217	5	23	28	5	25	29	
0.71875	5.1050881	0.27119815	5	23	28	4	13	15	
0.71875	5.3014376	0.27067489	5	23	28	5	27	30	
0.71875	5.4977871	0.26983227	5	23	28	3	7	8	
0.71875	5.6941367	0.26916908	5	23	28	5	29	31	
0.71875	5.8904862	0.26871976	5	23	28	4	15	16	
0.71875	6.0868358	0.26835322	5	23	28	5	31	32	
0.71875	6.2831853	0.26812744	5	23	28	0	1	1	

0.75	0	0.31640625	2	3	4	0	0	0	
0.75	0.19634954	0.31672525	2	3	4	5	1	17	
0.75	0.39269908	0.31702626	2	3	4	4	1	9	
0.75	0.58904862	0.31729196	2	3	4	5	3	18	
0.75	0.78539816	0.31775357	2	3	4	3	1	5	
0.75	0.9817477	0.31837454	2	3	4	5	5	19	
0.75	1.1780972	0.31876537	2	3	4	4	3	10	
0.75	1.3744468	0.31907875	2	3	4	5	7	20	
0.75	1.5707963	0.31912066	2	3	4	2	1	3	
0.75	1.7671459	0.31907875	2	3	4	5	9	21	
0.75	1.9634954	0.31876537	2	3	4	4	5	11	
0.75	2.1598449	0.31837454	2	3	4	5	11	22	
0.75	2.3561945	0.31775357	2	3	4	3	3	6	
0.75	2.552544	0.31729196	2	3	4	5	13	23	
0.75	2.7488936	0.31702626	2	3	4	4	7	12	
0.75	2.9452431	0.31672525	2	3	4	5	15	24	
0.75	3.1415927	0.31640625	2	3	4	1	1	2	
0.75	3.3379422	0.31672525	2	3	4	5	17	25	
0.75	3.5342917	0.31702626	2	3	4	4	9	13	
0.75	3.7306413	0.31729196	2	3	4	5	19	26	
0.75	3.9269908	0.31775357	2	3	4	3	5	7	
0.75	4.1233404	0.31837454	2	3	4	5	21	27	
0.75	4.3196899	0.31876537	2	3	4	4	11	14	
0.75	4.5160394	0.31907875	2	3	4	5	23	28	
0.75	4.712389	0.31912066	2	3	4	2	3	4	
0.75	4.9087385	0.31907875	2	3	4	5	25	29	
0.75	5.1050881	0.31876537	2	3	4	4	13	15	
0.75	5.3014376	0.31837454	2	3	4	5	27	30	
0.75	5.4977871	0.31775357	2	3	4	3	7	8	
0.75	5.6941367	0.31729196	2	3	4	5	29	31	
0.75	5.8904862	0.31702626	2	3	4	4	15	16	
0.75	6.0868358	0.31672525	2	3	4	5	31	32	
0.75	6.2831853	0.31640625	2	3	4	0	1	1	

0.78125	0	0.3739624	5	25	29	0	0	0	
0.78125	0.19634954	0.37422443	5	25	29	5	1	17	
0.78125	0.39269908	0.37447017	5	25	29	4	1	9	
0.78125	0.58904862	0.37468397	5	25	29	5	3	18	
0.78125	0.78539816	0.37506766	5	25	29	3	1	5	
0.78125	0.9817477	0.37558885	5	25	29	5	5	19	
0.78125	1.1780972	0.37590638	5	25	29	4	3	10	
0.78125	1.3744468	0.3761536	5	25	29	5	7	20	
0.78125	1.5707963	0.37616059	5	25	29	2	1	3	
0.78125	1.7671459	0.3761536	5	25	29	5	9	21	
0.78125	1.9634954	0.37590638	5	25	29	4	5	11	
0.78125	2.1598449	0.37558885	5	25	29	5	11	22	
0.78125	2.3561945	0.37506766	5	25	29	3	3	6	
0.78125	2.552544	0.37468397	5	25	29	5	13	23	
0.78125	2.7488936	0.37447017	5	25	29	4	7	12	
0.78125	2.9452431	0.37422443	5	25	29	5	15	24	
0.78125	3.1415927	0.3739624	5	25	29	1	1	2	
0.78125	3.3379422	0.37422443	5	25	29	5	17	25	
0.78125	3.5342917	0.37447017	5	25	29	4	9	13	
0.78125	3.7306413	0.37468397	5	25	29	5	19	26	
0.78125	3.9269908	0.37506766	5	25	29	3	5	7	
0.78125	4.1233404	0.37558885	5	25	29	5	21	27	
0.78125	4.3196899	0.37590638	5	25	29	4	11	14	
0.78125	4.5160394	0.3761536	5	25	29	5	23	28	
0.78125	4.712389	0.37616059	5	25	29	2	3	4	
0.78125	4.9087385	0.3761536	5	25	29	5	25	29	
0.78125	5.1050881	0.37590638	5	25	29	4	13	15	
0.78125	5.3014376	0.37558885	5	25	29	5	27	30	
0.78125	5.4977871	0.37506766	5	25	29	3	7	8	
0.78125	5.6941367	0.37468397	5	25	29	5	29	31	
0.78125	5.8904862	0.37447017	5	25	29	4	15	16	
0.78125	6.0868358	0.37422443	5	25	29	5	31	32	
0.78125	6.2831853	0.3739624	5	25	29	0	1	1	

0.8125	0	0.43591309	4	13	15	0	0	0	
0.8125	0.19634954	0.43611814	4	13	15	5	1	17	
0.8125	0.39269908	0.43630862	4	13	15	4	1	9	
0.8125	0.58904862	0.43647051	4	13	15	5	3	18	
0.8125	0.78539816	0.43677629	4	13	15	3	1	5	
0.8125	0.9817477	0.43719769	4	13	15	5	5	19	
0.8125	1.1780972	0.43744192	4	13	15	4	3	10	
0.8125	1.3744468	0.43762298	4	13	15	5	7	20	
0.8125	1.5707963	0.43759504	4	13	15	2	1	3	
0.8125	1.7671459	0.43762298	4	13	15	5	9	21	
0.8125	1.9634954	0.43744192	4	13	15	4	5	11	
0.8125	2.1598449	0.43719769	4	13	15	5	11	22	
0.8125	2.3561945	0.43677629	4	13	15	3	3	6	
0.8125	2.552544	0.43647051	4	13	15	5	13	23	
0.8125	2.7488936	0.43630862	4	13	15	4	7	12	
0.8125	2.9452431	0.43611814	4	13	15	5	15	24	
0.8125	3.1415927	0.43591309	4	13	15	1	1	2	
0.8125	3.3379422	0.43611814	4	13	15	5	17	25	
0.8125	3.5342917	0.43630862	4	13	15	4	9	13	
0.8125	3.7306413	0.43647051	4	13	15	5	19	26	
0.8125	3.9269908	0.43677629	4	13	15	3	5	7	
0.8125	4.1233404	0.43719769	4	13	15	5	21	27	
0.8125	4.3196899	0.43744192	4	13	15	4	11	14	
0.8125	4.5160394	0.43762298	4	13	15	5	23	28	
0.8125	4.712389	0.43759504	4	13	15	2	3	4	
0.8125	4.9087385	0.43762298	4	13	15	5	25	29	
0.8125	5.1050881	0.43744192	4	13	15	4	13	15	
0.8125	5.3014376	0.43719769	4	13	15	5	27	30	
0.8125	5.4977871	0.43677629	4	13	15	3	7	8	
0.8125	5.6941367	0.43647051	4	13	15	5	29	31	
0.8125	5.8904862	0.43630862	4	13	15	4	15	16	
0.8125	6.0868358	0.43611814	4	13	15	5	31	32	
0.8125	6.2831853	0.43591309	4	13	15	0	1	1	

0.84375	0	0.50836182	5	27	30	0	0	0	
0.84375	0.19634954	0.50852828	5	27	30	5	1	17	
0.84375	0.39269908	0.50868188	5	27	30	4	1	9	
0.84375	0.58904862	0.50881026	5	27	30	5	3	18	
0.84375	0.78539816	0.5090565	5	27	30	3	1	5	
0.84375	0.9817477	0.5093965	5	27	30	5	5	19	
0.84375	1.1780972	0.50958581	5	27	30	4	3	10	
0.84375	1.3744468	0.5097191	5	27	30	5	7	20	
0.84375	1.5707963	0.50967463	5	27	30	2	1	3	
0.84375	1.7671459	0.5097191	5	27	30	5	9	21	
0.84375	1.9634954	0.50958581	5	27	30	4	5	11	
0.84375	2.1598449	0.5093965	5	27	30	5	11	22	
0.84375	2.3561945	0.5090565	5	27	30	3	3	6	
0.84375	2.552544	0.50881026	5	27	30	5	13	23	
0.84375	2.7488936	0.50868188	5	27	30	4	7	12	
0.84375	2.9452431	0.50852828	5	27	30	5	15	24	
0.84375	3.1415927	0.50836182	5	27	30	1	1	2	
0.84375	3.3379422	0.50852828	5	27	30	5	17	25	
0.84375	3.5342917	0.50868188	5	27	30	4	9	13	
0.84375	3.7306413	0.50881026	5	27	30	5	19	26	
0.84375	3.9269908	0.5090565	5	27	30	3	5	7	
0.84375	4.1233404	0.5093965	5	27	30	5	21	27	
0.84375	4.3196899	0.50958581	5	27	30	4	11	14	
0.84375	4.5160394	0.5097191	5	27	30	5	23	28	
0.84375	4.712389	0.50967463	5	27	30	2	3	4	
