0.78395 -0.40845
0.78165 -0.41147
0.77934 -0.41466
0.77774 -0.41869
0.77664 -0.42274
0.77479 -0.4262
0.77351 -0.43157
0.77099 -0.43494
0.7686 -0.4386
0.76688 -0.44362
0.76374 -0.44737
0.76032 -0.4519
0.75789 -0.45573
0.75526 -0.46064
0.75108 -0.4635
0.74933 -0.46682
0.74593 -0.47132
0.74186 -0.476
0.73976 -0.48052
0.73586 -0.48495
0.73195 -0.48899
0.72894 -0.49371
0.72496 -0.49819
0.72147 -0.50343
0.71745 -0.50742
0.71321 -0.51345
0.70918 -0.5174
0.70448 -0.52151
0.69899 -0.52708
0.6949 -0.53197
0.69122 -0.53812
0.68591 -0.54129
0.68155 -0.54783
0.67645 -0.55354
0.6724 -0.55881
0.66645 -0.56233
0.66089 -0.56799
0.65509 -0.57374
0.65096 -0.57768
0.64476 -0.58369
0.63846 -0.58822
0.63153 -0.59302
0.62622 -0.59941
0.6187 -0.60404
0.61272 -0.60735
0.60753 -0.61228
0.6005 -0.61733
0.59408 -0.62406
0.58691 -0.62928
0.57872 -0.6344
0.57202 -0.6388
0.56527 -0.64426
0.55794 -0.6498
0.55067 -0.6546
0.54337 -0.65805
0.53695 -0.6641
0.52825 -0.66723
0.52109 -0.66984
0.51419 -0.67411
0.50621 -0.6788
0.4984 -0.68219
0.49189 -0.6865
0.48263 -0.68999
0.47555 -0.69495
0.46772 -0.69769
0.45873 -0.70069
0.45101 -0.70451
0.44518 -0.70966
0.4355 -0.71151
0.42664 -0.71508
0.41978 -0.71727
0.4107 -0.72093
0.40312 -0.72332
0.39675 -0.72517
0.38711 -0.727
0.37981 -0.72957
0.37302 -0.72936
0.36573 -0.73119
0.35814 -0.73099
0.35194 -0.73164
0.3452 -0.73189
0.33721 -0.73208
0.3325 -0.73088
0.32889 -0.73172
0.32477 -0.73145
0.3191 -0.73008
0.31416 -0.7301
0.31197 -0.72928
0.30759 -0.72899
0.30485 -0.72947
0.30249 -0.73145
0.30145 -0.73268
0.29992 -0.73442
0.29858 -0.73702
0.29706 -0.74128
0.29431 -0.74418
0.29347 -0.7476
0.29042 -0.75297
0.28705 -0.75749
0.28572 -0.75977
0.28089 -0.76504
0.27763 -0.768
0.27332 -0.77261
0.2683 -0.77649
0.26521 -0.78043
0.26191 -0.78401
0.25629 -0.78877
0.25006 -0.79254
0.2439 -0.7957
0.23651 -0.79998
0.2317 -0.80254
0.22465 -0.80563
0.21842 -0.80893
0.21162 -0.81033
0.20428 -0.81449
0.19798 -0.81521
0.19119 -0.81589
0.18624 -0.81545
0.17889 -0.81556
0.17311 -0.81544
0.16737 -0.81462
0.16209 -0.81398
0.15674 -0.81433
0.15082 -0.81487
0.14599 -0.81515
0.14109 -0.81315
0.13585 -0.81331
0.12861 -0.81116
0.12218 -0.80962
0.11604 -0.80785
0.10951 -0.80735
0.10382 -0.80552
0.096305 -0.80533
0.090966 -0.80247
0.085856 -0.79991
0.079806 -0.79877
0.074081 -0.79594
0.06851 -0.79191
0.062524 -0.7896
0.056191 -0.78655
0.049907 -0.78363
0.044379 -0.77955
0.038231 -0.77654
0.032841 -0.77204
0.027977 -0.76849
0.021199 -0.76421
0.01462 -0.76116
0.0078701 -0.75624
0.00051921 -0.74869
-0.0073556 -0.74336
-0.014869 -0.7357
-0.023077 -0.72898
-0.02686 -0.72143
-0.033676 -0.71371
-0.038756 -0.70624
-0.044389 -0.69599
-0.050065 -0.68645
-0.053116 -0.67502
-0.056127 -0.66353
-0.05737 -0.65302
-0.057083 -0.643
-0.057316 -0.63119
-0.05481 -0.62067
-0.049879 -0.60962
-0.044578 -0.60079
-0.037123 -0.59195
-0.028835 -0.58642
-0.020012 -0.58312
-0.010839 -0.58178
-0.0029084 -0.58392
0.004376 -0.5892
0.012155 -0.5962
0.016133 -0.60579
0.016604 -0.61785
0.014435 -0.62774
0.011662 -0.64187
0.0053539 -0.65356
-0.0053847 -0.66556
-0.015504 -0.67866
-0.029418 -0.68861
-0.044567 -0.69777
-0.063037 -0.70678
-0.082112 -0.71394
-0.10023 -0.71725
-0.12144 -0.7193
-0.14263 -0.72129
-0.16489 -0.72027
-0.18695 -0.71862
-0.21021 -0.71395
-0.23361 -0.70819
-0.25601 -0.70151
-0.27782 -0.69419
-0.30083 -0.68306
-0.32215 -0.67404
-0.34383 -0.65943
-0.36383 -0.64798
-0.38309 -0.63265
-0.40227 -0.61884
-0.42055 -0.60301
-0.43872 -0.58624
-0.45369 -0.56954
