-3.86974 23.44724
-3.78200 23.44695
-3.74029 23.44663
-3.67390 23.44586
-3.61311 23.44490
-3.56300 23.44393
-3.49804 23.44243
-3.46070 23.44145
-3.39129 23.43940
-3.32822 23.43728
-3.28614 23.43574
-3.23754 23.43383
-3.14637 23.42987
-3.05967 23.42567
-3.00068 23.42257
-2.93380 23.41883
-2.87416 23.41531
-2.80061 23.41071
-2.76154 23.40816
-2.62857 23.39898
-2.54938 23.39318
-2.49931 23.38941
-2.43883 23.38476
-2.27413 23.37174
-2.15644 23.36230
-2.08196 23.35636
-2.03330 23.35251
-1.94825 23.34590
-1.72954 23.32990
-1.62996 23.32327
-1.57585 23.31985
-1.50329 23.31551
-1.37105 23.30830
-1.29944 23.30478
-1.23051 23.30165
-1.14894 23.29825
-1.06702 23.29516
-0.97382 23.29203
-0.89070 23.28955
-0.84927 23.28843
-0.80129 23.28721
-0.74637 23.28592
-0.70115 23.28493
-0.63219 23.28358
-0.55855 23.28230
-0.48244 23.28116
-0.42153 23.28038
-0.36284 23.27973
-0.29690 23.27911
-0.23978 23.27868
-0.18064 23.27834
-0.12275 23.27808
-0.10000 23.27801
0.00000 23.27787
0.10000 23.27802
0.17601 23.27832
0.26681 23.27891
0.36110 23.27978
0.45399 23.28091
0.54198 23.28223
0.60081 23.28326
0.65328 23.28427
0.71782 23.28563
0.75871 23.28657
0.83657 23.28849
0.88295 23.28974
0.95394 23.29177
1.04949 23.29476
1.06854 23.29539
1.15761 23.29848
1.21224 23.30049
1.27408 23.30286
1.34949 23.30589
1.41818 23.30877
1.47749 23.31135
1.54391 23.31433
1.59761 23.31680
1.67152 23.32030
1.72174 23.32272
1.78683 23.32592
1.85135 23.32914
1.94539 23.33393
1.99220 23.33636
2.05071 23.33942
2.11378 23.34276
2.17209 23.34589
2.22331 23.34867
2.27362 23.35143
2.32883 23.35450
2.38828 23.35785
2.44699 23.36122
2.50335 23.36450
2.55867 23.36780
2.61561 23.37126
2.67485 23.37495
2.73543 23.37882
2.79585 23.38280
2.85675 23.38694
2.91953 23.39134
2.98437 23.39604
3.05018 23.40099
3.11683 23.40618
3.18460 23.41165
3.25451 23.41750
3.32648 23.42374
3.39957 23.43030
3.47365 23.43717
3.54867 23.44436
3.62416 23.45181
3.70056 23.45956
3.77760 23.46758
3.85468 23.47580
3.93184 23.48421
4.00882 23.49279
4.08576 23.50154
4.16266 23.51047
4.23974 23.51959
4.31715 23.52894
4.39513 23.53857
4.47441 23.54856
4.55443 23.55888
4.63544 23.56957
4.71782 23.58073
4.80189 23.59242
4.88799 23.60474
4.97646 23.61781
5.06730 23.63169
5.16080 23.64652
5.25672 23.66236
5.35528 23.67937
5.45634 23.69766
5.55938 23.71731
5.66425 23.73845
5.77131 23.76132
5.88009 23.78602
5.99098 23.81280
6.10325 23.84165
6.21760 23.87290
6.33432 23.90677
6.45406 23.94363
6.57738 23.98385
6.70482 24.02785
6.83717 24.07624
6.97526 24.12974
7.11979 24.18923
7.27205 24.25606
7.43441 24.33248
7.60924 24.42131
7.79952 24.52650
8.00836 24.65314
8.24148 24.80958
8.50710 25.00889
8.81106 25.26703
9.15007 25.59714
9.58649 26.09883
10.03522 26.72731
10.30807 27.17870
10.55277 27.63495
10.80256 28.15483
11.06477 28.76174
11.34948 29.49245
11.67047 30.40424
12.05016 31.59520
12.55258 33.31831
13.32664 36.04860
13.52630 36.71383
13.73415 37.37658
13.91722 37.93327
14.08297 38.41524
14.23800 38.84736
14.38085 39.22980
14.51486 39.57508
14.64229 39.89128
14.76436 40.18308
14.88202 40.45398
14.99625 40.70715
15.10802 40.94540
15.21824 41.17117
15.32790 41.38667
15.43783 41.59355
15.54893 41.79333
15.66206 41.98717
15.77814 42.17606
15.89810 42.36076
16.02295 42.54179
16.15372 42.71942
16.29138 42.89353
16.43689 43.06372
16.59101 43.22914
16.75414 43.38846
16.92662 43.54044
17.10801 43.68337
17.29742 43.81578
17.49106 43.93517
17.68192 44.03878
17.85844 44.12362
18.01107 44.18940
18.14056 44.24023
18.25635 44.28212
18.36640 44.31902
18.47116 44.35166
18.56833 44.37986
18.65731 44.40398
18.74002 44.42498
18.81841 44.44364
18.89328 44.46033
18.96445 44.47519
19.03176 44.48832
19.09514 44.49987
19.15495 44.51004
19.21152 44.51899
19.26506 44.52686
19.36346 44.53976
19.40769 44.54489
19.48677 44.55300
19.55524 44.55890
19.61276 44.56302
19.68112 44.56692
19.74673 44.56961
19.78347 44.57064
19.87685 44.57176
