# Copyright 2010 by Christian Feuersaenger. 
# This model has been designed by Christian Feuersaenger.
# It can be re-distributed freely under the terms of the GNU General Public License.
105.577	-19.7332	2.85249	
88.9233	-21.1254	13.0359	
89.2104	-22.1547	1.46467	
105.577	-17.2161	12.146	
105.577	-10.6054	18.7567	
105.577	7.98161	18.7567	
105.577	14.5923	12.146	
88.7667	18.1841	13.2767	
105.577	17.1094	2.85249	
89.0774	19.2677	-9.74034	
105.577	14.5923	-6.44101	
66.9375	10.305	-17.775	
105.379	7.9816	-13.4545	
66.9375	-1.31189	-20.9214	
105.379	-1.3119	-15.9716	
66.9375	-12.9288	-17.775	
105.379	-10.6054	-13.4545	
88.9233	-23.1503	-10.1095	
105.577	-17.2161	-6.44101	
-22.861	-14.3947	14.6493	
-22.7789	-9.61456	18.7078	
-22.9299	10.6068	14.378	
-22.7789	6.99085	18.7078	
-23.2405	11.6505	-8.68062	
-22.7788	-1.31186	-11.9582	
-22.7788	-9.61456	-9.70948	
-22.861	-15.8419	-1.89289	
-70.4901	7.53121	10.8835	
-70.4901	6.3229	15.3448	
-70.4901	6.32289	6.42225	
-70.4901	3.14946	3.24881	
-70.4901	-1.31184	2.0405	
-70.4901	-5.77314	3.24882	
-70.4901	-8.94657	6.42225	
-70.4901	-10.1549	10.8835	
-100.182	0.268416	17.3186	
-98.2006	-0.821234	8.92293	
-98.2006	-3.20579	9.04793	
-100.182	-4.44158	17.2855	
64.9266	101.895	-13.4854	
56.7796	101.895	-13.3984	
56.7796	103.126	-13.3984	
64.9266	103.126	-13.4854	
81.545	101.895	47.5631	
81.545	103.126	47.5632	
73.398	103.126	47.6501	
73.398	101.895	47.6501	
64.9266	-106.068	-13.4854	
56.7796	-106.068	-13.3984	
56.7796	-104.837	-13.3984	
64.9266	-104.837	-13.4854	
81.545	-106.068	47.5632	
81.545	-104.837	47.5632	
73.398	-104.837	47.6501	
73.398	-106.068	47.6501	
83.0408	23.6123	-47.9599	
82.5803	23.6123	-46.1334	
96.5106	23.6123	-44.4157	
96.9711	23.6123	-46.2422	
83.0408	-28.2785	-47.9599	
96.9711	-28.2785	-46.2422	
96.5106	-28.2785	-44.4157	
82.5803	-28.2785	-46.1334	
89.2387	116.86	17.7318	
79.5202	21.4201	19.9444	
85.8409	11.7784	17.9716	
79.1292	116.86	20.1416	
63.6638	21.4202	20.2775	
38.0938	21.4202	16.1842	
43.6792	116.86	18.5918	
33.0999	116.86	15.9636	
81.8661	-2.43971	18.761	
84.8989	-2.43972	18.0381	
68.0573	-2.43971	17.5077	
79.5202	-26.2996	19.9444	
88.6187	-26.2996	17.7756	
72.9517	-18.524	19.2669	
64.5964	-18.524	18.3673	
59.6393	-18.524	17.1358	
63.6638	-26.2995	20.2775	
47.6152	-26.2995	18.5496	
38.0938	-26.2995	16.1842	
79.1292	-121.739	20.1416	
