  1.5307529e+001  3.9200000e+002
 -7.9199514e-001  1.0393526e-001
 -7.8408933e-001  1.1593320e-001
 -7.8408936e-001  1.2793165e-001
 -7.8408933e-001  1.3993009e-001
 -7.8408930e-001  1.5192854e-001
 -7.8408898e-001  1.5192903e-001
 -7.7618313e-001  1.6392698e-001
 -7.7618312e-001  1.7592543e-001
 -7.7618310e-001  1.8792388e-001
 -7.7618282e-001  1.8792431e-001
 -7.6827695e-001  1.9992232e-001
 -7.6827693e-001  2.1192077e-001
 -7.6827665e-001  2.1192120e-001
 -7.6037079e-001  2.2391922e-001
 -7.6037080e-001  2.3591766e-001
 -7.6037081e-001  2.4791611e-001
 -7.6037049e-001  2.4791660e-001
 -7.5246467e-001  2.5991456e-001
 -7.5246433e-001  2.5991508e-001
 -7.4455853e-001  2.7191300e-001
 -7.4455855e-001  2.8391145e-001
 -7.4455817e-001  2.8391203e-001
 -7.3665241e-001  2.9590990e-001
 -7.3665242e-001  3.0790834e-001
 -7.3665200e-001  3.0790897e-001
 -7.2874627e-001  3.1990679e-001
 -7.2874584e-001  3.1990744e-001
 -7.2084012e-001  3.3190524e-001
 -7.2084013e-001  3.4390368e-001
 -7.2083968e-001  3.4390437e-001
 -7.1293395e-001  3.5590213e-001
 -7.1293351e-001  3.5590279e-001
 -7.0502777e-001  3.6790058e-001
 -7.0502735e-001  3.6790121e-001
 -6.9712160e-001  3.7989902e-001
 -6.9712119e-001  3.7989965e-001
 -6.8921546e-001  3.9189747e-001
 -6.8921548e-001  4.0389591e-001
 -6.8921502e-001  4.0389661e-001
 -6.8130934e-001  4.1589436e-001
 -6.8130886e-001  4.1589509e-001
 -6.7340320e-001  4.2789281e-001
 -6.7340270e-001  4.2789357e-001
 -6.6549705e-001  4.3989125e-001
 -6.6549654e-001  4.3989204e-001
 -6.5759091e-001  4.5188970e-001
 -6.5759037e-001  4.5189051e-001
 -6.4968476e-001  4.6388815e-001
 -6.4968421e-001  4.6388898e-001
 -6.4177861e-001  4.7588659e-001
 -6.4177805e-001  4.7588745e-001
 -6.3387188e-001  4.7588746e-001
 -6.2596631e-001  4.8788504e-001
 -6.2596572e-001  4.8788593e-001
 -6.1806012e-001  4.9988349e-001
 -6.1805956e-001  4.9988435e-001
 -6.1015394e-001  5.1188193e-001
 -6.1015339e-001  5.1188276e-001
 -6.0224776e-001  5.2388038e-001
 -6.0224723e-001  5.2388118e-001
 -5.9434107e-001  5.2388120e-001
 -5.8643546e-001  5.3587883e-001
 -5.8643491e-001  5.3587966e-001
 -5.7852930e-001  5.4787727e-001
 -5.7852874e-001  5.4787812e-001
 -5.7062315e-001  5.5987572e-001
 -5.7062258e-001  5.5987658e-001
 -5.6271642e-001  5.5987655e-001
 -5.5481081e-001  5.7187417e-001
 -5.5481025e-001  5.7187502e-001
 -5.4690409e-001  5.7187499e-001
 -5.3899848e-001  5.8387261e-001
 -5.3899793e-001  5.8387345e-001
 -5.3109232e-001  5.9587106e-001
 -5.3109176e-001  5.9587190e-001
 -5.2318560e-001  5.9587188e-001
 -5.1527994e-001  6.0786951e-001
